User-ID,ISBN,Book-Rating
66,7576,1
66,7171,1
66,4186,1
66,2730,1
66,1290,1
66,1288,1
66,850,1
66,419,1
67,22263,1
67,22228,1
67,22165,1
67,22033,1
67,22032,1
67,22031,1
67,22030,1
67,21852,1
67,21083,1
67,20954,1
67,20915,1
67,19944,1
67,19942,1
67,16212,1
67,15131,1
67,14680,1
67,14679,1
67,13475,1
67,12108,1
67,12107,1
67,11886,1
67,11536,1
67,11522,1
67,10315,1
67,9932,1
67,9772,1
67,8973,1
67,8304,1
67,8238,1
67,7797,1
67,6310,1
67,6123,1
67,3580,1
67,1459,1
67,1062,1
68,12805,1
68,8211,1
69,7551,1
70,4186,1
71,17734,1
72,17946,1
72,8978,1
73,23286,1
73,21958,1
73,21745,1
73,21744,1
73,21699,1
73,20895,1
73,20870,1
73,20869,1
73,20620,1
73,20075,1
73,18178,1
73,17853,1
73,15826,1
73,14895,1
73,14637,1
73,12641,1
73,11271,1
73,11262,1
73,9308,1
73,8814,1
73,5056,1
73,4637,1
73,3445,1
74,2428,1
74,1396,1
75,1095,1
76,6186,1
77,16189,1
78,21085,1
78,17217,1
78,1966,1
78,1631,1
78,1624,1
79,12642,1
80,13590,1
81,16034,1
81,9543,1
82,21058,1
83,7002,1
84,22740,1
85,2078,1
86,15705,1
87,373,1
88,12849,1
89,13216,1
89,3842,1
90,443,1
91,13680,1
92,11663,1
92,9981,1
93,14337,1
94,9845,1
95,14804,1
95,14796,1
95,10593,1
96,25964,1
97,4451,1
98,18131,1
99,9113,1
100,13856,1
101,6315,1
102,4240,1
103,21331,1
103,16940,1
103,16309,1
103,13226,1
103,12710,1
103,12324,1
103,9860,1
103,5527,1
103,4016,1
103,3972,1
103,3958,1
103,3725,1
103,582,1
104,13141,1
105,23754,1
105,22423,1
105,22391,1
105,22005,1
105,21894,1
105,21518,1
105,20203,1
105,19519,1
105,18944,1
105,18356,1
105,16902,1
105,16052,1
105,15970,1
105,15569,1
105,15107,1
105,12040,1
105,11289,1
105,8294,1
105,8003,1
105,7862,1
105,7330,1
105,3616,1
105,3609,1
105,2900,1
105,1252,1
105,1123,1
106,19907,1
107,5364,1
108,24418,1
109,13207,1
109,11452,1
110,17588,1
110,9863,1
110,8060,1
110,639,1
111,26450,1
112,7948,1
113,14949,1
114,8006,1
114,6011,1
115,17159,1
115,12227,1
115,5122,1
115,1090,1
116,12832,1
117,16359,1
118,13523,1
119,21316,1
119,21297,1
119,14246,1
119,8615,1
119,5460,1
120,9001,1
121,13813,1
122,23624,1
123,1645,1
124,708,1
125,24796,1
126,10490,1
126,8059,1
127,8014,1
128,12335,1
129,6142,1
130,22733,1
131,3632,1
132,9771,1
133,22986,1
133,22769,1
133,17193,1
134,9298,1
135,758,1
136,16044,1
137,19973,1
138,25950,1
138,25882,1
138,25856,1
138,25849,1
138,25737,1
138,25689,1
138,25660,1
138,25640,1
138,25552,1
138,25527,1
138,25439,1
138,25333,1
138,25332,1
138,25191,1
138,25143,1
138,25131,1
138,25086,1
138,12116,1
138,11272,1
138,8771,1
138,8076,1
138,2617,1
138,2459,1
138,2097,1
139,20330,1
140,18887,1
140,16856,1
140,8939,1
140,7338,1
141,7056,1
142,24755,1
142,24500,1
142,24045,1
143,19783,1
143,15234,1
143,7341,1
143,6646,1
143,3407,1
144,22941,1
144,18963,1
144,18233,1
144,16416,1
144,15520,1
144,15519,1
144,15480,1
144,15475,1
144,15474,1
144,15472,1
144,15471,1
144,15468,1
144,15467,1
144,15466,1
144,15465,1
144,13930,1
144,13195,1
144,10946,1
144,9144,1
144,8618,1
144,7834,1
144,7650,1
144,7449,1
144,7409,1
144,6215,1
144,6074,1
144,5215,1
144,4142,1
144,3987,1
144,3951,1
144,3946,1
144,3933,1
144,3911,1
144,3905,1
144,3903,1
144,3891,1
144,3886,1
144,3868,1
144,3861,1
144,3852,1
144,2734,1
144,431,1
145,16955,1
145,1211,1
146,16841,1
147,27054,1
147,27049,1
147,24611,1
147,24512,1
147,24494,1
147,24265,1
147,23959,1
148,6363,1
149,1068,1
150,17576,1
151,15769,1
152,22137,1
153,13442,1
154,24036,1
155,18342,1
156,26592,1
157,13907,1
158,25003,1
159,22351,1
159,13758,1
160,12994,1
160,5070,1
160,1244,1
161,7888,1
161,3658,1
162,12737,1
162,10329,1
163,2651,1
163,2646,1
164,3709,1
165,21260,1
165,9080,1
166,26720,1
167,6173,1
167,2659,1
168,21330,1
169,22322,1
169,22042,1
169,20624,1
169,9703,1
169,9683,1
169,3843,1
169,607,1
170,7903,1
170,6680,1
171,16704,1
171,469,1
171,462,1
172,16632,1
173,17546,1
174,24585,1
175,5261,1
176,13748,1
177,23896,1
178,17815,1
179,6331,1
180,17231,1
181,23258,1
181,2133,1
182,12670,1
182,10340,1
182,8882,1
182,4549,1
183,3664,1
184,26639,1
185,17526,1
186,15658,1
186,15306,1
186,10124,1
186,7479,1
186,796,1
187,1382,1
188,23930,1
189,16703,1
189,11341,1
189,7475,1
189,6650,1
189,2332,1
189,2165,1
190,17163,1
191,13755,1
192,16149,1
192,16148,1
193,17695,1
193,14951,1
193,8929,1
194,19640,1
195,1394,1
196,10001,1
197,23726,1
197,23650,1
197,23541,1
197,23513,1
198,18908,1
198,15171,1
199,5134,1
200,19570,1
201,20254,1
202,11577,1
203,24180,1
204,2447,1
205,20699,1
205,14954,1
205,1312,1
206,10493,1
206,9023,1
206,7377,1
206,7341,1
206,4150,1
207,12593,1
208,22636,1
208,22635,1
208,22634,1
208,22633,1
208,22632,1
208,22631,1
208,22630,1
208,22629,1
208,22628,1
208,22627,1
208,22515,1
208,22512,1
208,22509,1
209,4222,1
210,21406,1
211,27112,1
212,9377,1
213,26003,1
213,25999,1
214,865,1
215,6980,1
216,425,1
217,16009,1
218,15267,1
218,14334,1
218,11756,1
218,10021,1
219,23053,1
220,11647,1
221,22291,1
221,16643,1
221,16639,1
221,8019,1
222,24249,1
222,24195,1
223,15225,1
223,13792,1
223,13314,1
223,430,1
224,24271,1
225,16354,1
225,11375,1
226,10897,1
226,5033,1
227,26946,1
228,16782,1
228,14497,1
228,8423,1
229,27050,1
230,12177,1
231,18591,1
231,16069,1
231,16061,1
231,15759,1
231,14024,1
231,9780,1
231,7609,1
231,7012,1
231,6982,1
231,3412,1
231,874,1
231,525,1
232,22831,1
233,25492,1
234,13620,1
235,11441,1
236,17893,1
236,15360,1
236,14761,1
237,9751,1
238,9181,1
239,4419,1
240,20622,1
240,20190,1
240,1073,1
241,16654,1
242,11954,1
243,17946,1
244,14839,1
244,9610,1
244,7512,1
244,7081,1
244,4179,1
244,3101,1
244,2720,1
244,1437,1
245,9526,1
246,3566,1
247,20434,1
247,596,1
248,22804,1
248,22670,1
248,16512,1
248,7365,1
249,24772,1
249,24762,1
249,24594,1
249,24462,1
249,23974,1
249,23919,1
249,23844,1
249,10282,1
249,8869,1
250,21254,1
250,15051,1
250,14297,1
250,14237,1
250,14171,1
250,14142,1
250,12993,1
250,12625,1
250,11754,1
250,11721,1
250,11685,1
250,11351,1
250,10188,1
250,10002,1
250,9956,1
250,9937,1
250,9876,1
250,9165,1
250,9023,1
250,8924,1
250,8409,1
250,8385,1
250,8291,1
250,6413,1
250,6180,1
250,5264,1
250,5028,1
250,4951,1
250,4814,1
250,4140,1
250,2633,1
250,1255,1
250,826,1
251,18917,1
251,18916,1
251,18915,1
251,17730,1
251,5688,1
251,5644,1
252,7865,1
252,5996,1
253,25329,1
254,10406,1
255,1677,1
256,24863,1
256,24691,1
257,7390,1
258,11799,1
258,6704,1
259,9380,1
260,17728,1
260,6755,1
260,5594,1
260,4140,1
260,3516,1
261,19092,1
262,8412,1
263,1558,1
264,14684,1
264,9964,1
264,8426,1
264,7049,1
264,3514,1
264,1518,1
265,15661,1
265,3682,1
266,4990,1
266,3053,1
267,24380,1
268,15106,1
269,6287,1
270,8462,1
271,18619,1
271,17555,1
272,8694,1
273,21693,1
273,18853,1
273,10008,1
273,5668,1
273,5499,1
273,4963,1
274,18344,1
274,8254,1
274,6955,1
275,2757,1
276,23427,1
277,22833,1
278,9242,1
279,7369,1
280,21430,1
280,12871,1
280,7779,1
280,590,1
281,14507,1
282,18209,1
283,9165,1
284,12626,1
285,16200,1
286,15401,1
287,21077,1
288,20011,1
288,15077,1
288,11445,1
288,7290,1
289,106,1
290,18969,1
291,15605,1
291,15174,1
292,7845,1
293,12256,1
293,12244,1
293,11345,1
293,4366,1
293,4365,1
293,1574,1
294,21875,1
294,16037,1
294,13086,1
294,8269,1
294,5189,1
294,4180,1
294,2867,1
294,1017,1
294,1002,1
295,23024,1
296,12417,1
297,15892,1
297,11378,1
297,8940,1
297,8932,1
297,4150,1
297,4136,1
297,2159,1
298,9532,1
298,9403,1
299,13311,1
300,9833,1
301,21027,1
301,10061,1
302,13151,1
302,12584,1
303,16188,1
304,365,1
305,18283,1
306,9069,1
307,20448,1
307,12834,1
307,6985,1
307,3012,1
308,18166,1
309,6150,1
310,26676,1
311,25978,1
312,23183,1
312,21527,1
312,8363,1
312,6403,1
312,2733,1
312,2221,1
313,16986,1
313,16982,1
313,8059,1
313,7352,1
314,2168,1
314,1712,1
315,6080,1
316,2957,1
317,20204,1
317,14767,1
317,10072,1
318,19026,1
318,18424,1
318,13586,1
318,8989,1
318,8687,1
318,6842,1
319,8877,1
320,19222,1
320,9253,1
321,26443,1
321,26312,1
321,26164,1
321,26104,1
322,26615,1
323,13070,1
324,19467,1
324,17829,1
324,12032,1
325,20228,1
326,13136,1
327,6457,1
328,14133,1
329,10909,1
330,18054,1
331,20247,1
332,16005,1
333,16735,1
334,22004,1
334,14930,1
334,7855,1
334,7289,1
334,4094,1
335,21100,1
335,16876,1
335,15838,1
335,4106,1
336,23026,1
336,16428,1
337,1007,1
338,20772,1
338,20064,1
338,18678,1
338,16277,1
338,13884,1
338,12676,1
338,11837,1
338,9845,1
338,9016,1
338,7730,1
338,7727,1
338,7113,1
338,6161,1
338,6126,1
338,2903,1
338,2757,1
338,2674,1
338,2043,1
338,1497,1
338,1448,1
338,530,1
339,114,1
340,17608,1
341,25634,1
342,2088,1
343,17904,1
343,11846,1
344,21104,1
344,21103,1
344,14252,1
344,10064,1
344,9952,1
344,7944,1
344,7884,1
344,7174,1
344,6532,1
344,1131,1
345,22972,1
345,17214,1
345,17141,1
345,15039,1
345,8625,1
345,8130,1
345,27,1
346,22606,1
346,4030,1
347,23396,1
348,14488,1
349,24225,1
349,19710,1
349,19029,1
349,18644,1
349,18643,1
349,16659,1
349,13568,1
349,12858,1
349,11911,1
349,9864,1
349,7672,1
349,6080,1
349,4856,1
349,3262,1
349,2509,1
349,2357,1
349,1315,1
350,16760,1
350,16044,1
350,13813,1
350,7814,1
350,7578,1
350,6043,1
350,2962,1
351,17185,1
351,17183,1
352,886,1
353,14949,1
353,14444,1
353,14439,1
353,14422,1
353,8944,1
354,21557,1
355,5315,1
356,15880,1
357,4815,1
358,16704,1
359,15553,1
360,10731,1
361,4392,1
362,9842,1
362,3650,1
363,17263,1
364,1600,1
365,16825,1
366,6181,1
367,17129,1
367,14347,1
367,11636,1
367,9975,1
367,4460,1
367,3129,1
367,1635,1
368,10827,1
369,26659,1
369,26654,1
369,25382,1
369,4373,1
370,8582,1
371,19805,1
372,24824,1
372,15590,1
373,24994,1
373,17899,1
373,16875,1
373,14996,1
373,13060,1
373,12100,1
373,12036,1
373,11930,1
373,7922,1
373,7909,1
373,7195,1
373,6414,1
373,5014,1
373,3851,1
373,1788,1
373,1787,1
374,13886,1
375,18582,1
376,25955,1
376,25907,1
376,25727,1
376,25434,1
376,25322,1
376,25319,1
376,25134,1
377,13316,1
378,24450,1
379,19612,1
380,22715,1
381,26689,1
381,17977,1
381,16914,1
381,11239,1
381,10668,1
381,4271,1
382,22511,1
382,21991,1
382,17761,1
382,14313,1
382,14168,1
382,9082,1
382,621,1
383,13269,1
383,10212,1
383,3509,1
384,23002,1
384,17138,1
385,25923,1
385,22719,1
385,22434,1
385,20733,1
385,20726,1
385,20710,1
385,20709,1
385,19901,1
385,19188,1
385,17898,1
385,17754,1
385,17590,1
385,17192,1
385,17189,1
385,16862,1
385,16718,1
385,16697,1
385,16185,1
385,14336,1
385,14323,1
385,14130,1
385,14126,1
385,9558,1
385,8066,1
385,7589,1
385,6881,1
385,6106,1
385,6081,1
385,5908,1
385,3750,1
385,3553,1
385,3551,1
385,3116,1
385,3106,1
385,2797,1
385,2333,1
385,1900,1
385,1722,1
385,429,1
386,12971,1
387,18688,1
388,16044,1
388,8402,1
388,6359,1
389,26660,1
389,6532,1
389,3000,1
390,11342,1
390,9017,1
391,23385,1
391,14875,1
391,9855,1
391,8452,1
391,5134,1
391,4930,1
391,3747,1
392,16825,1
393,17144,1
394,18430,1
395,13037,1
396,21144,1
396,13062,1
397,21899,1
397,17377,1
397,7249,1
397,6199,1
397,927,1
398,11114,1
398,10642,1
399,16707,1
399,7985,1
399,6431,1
399,5586,1
399,3664,1
399,773,1
400,19558,1
401,22148,1
401,22139,1
401,18502,1
401,18008,1
401,16926,1
401,16803,1
401,16802,1
401,16722,1
401,16665,1
401,15805,1
401,15394,1
401,14881,1
401,14315,1
401,8262,1
401,7683,1
401,7676,1
401,7632,1
401,7384,1
401,7348,1
401,7332,1
401,7323,1
401,6886,1
401,5984,1
401,5195,1
401,3681,1
401,3640,1
401,3616,1
401,1045,1
401,983,1
402,8230,1
403,18451,1
404,3753,1
405,18208,1
405,17982,1
405,655,1
406,17349,1
407,4149,1
408,21114,1
408,19719,1
408,18868,1
408,18284,1
408,16329,1
408,7949,1
408,1026,1
409,20592,1
410,15356,1
411,7135,1
412,13198,1
413,13988,1
414,16448,1
414,15079,1
414,12868,1
414,11038,1
414,7471,1
414,7159,1
414,4711,1
415,20583,1
415,6484,1
415,6483,1
415,6470,1
415,6462,1
416,450,1
417,23870,1
418,5357,1
419,18010,1
419,8581,1
420,24481,1
421,1667,1
422,5310,1
423,11345,1
424,13019,1
424,11799,1
424,8305,1
424,5524,1
424,3971,1
425,15605,1
426,10023,1
427,19446,1
427,18845,1
427,4840,1
428,21294,1
428,11714,1
428,10051,1
428,8568,1
429,11997,1
429,10738,1
429,5373,1
429,496,1
430,9286,1
430,9235,1
430,8698,1
431,5118,1
431,1007,1
432,18,1
433,4005,1
433,740,1
434,14136,1
435,15122,1
436,26012,1
436,24617,1
436,14742,1
436,12792,1
437,13622,1
438,8652,1
439,16751,1
439,14252,1
439,11793,1
439,5286,1
439,2759,1
439,735,1
440,4106,1
441,11189,1
442,13750,1
443,23207,1
443,21789,1
443,19638,1
443,18109,1
443,17014,1
443,17012,1
443,14406,1
443,13643,1
443,13521,1
443,13514,1
443,13467,1
443,13456,1
443,11511,1
443,10157,1
443,9273,1
443,8665,1
443,8664,1
443,7752,1
443,7713,1
443,7712,1
443,7711,1
443,7707,1
443,2845,1
443,2839,1
443,2549,1
443,1461,1
443,1459,1
443,1458,1
443,1414,1
443,1390,1
443,206,1
444,24230,1
445,14292,1
445,3605,1
446,12561,1
447,14122,1
447,9937,1
447,9054,1
447,8512,1
448,15504,1
449,21250,1
449,21241,1
449,15349,1
449,14278,1
449,13175,1
449,12993,1
449,8334,1
449,7943,1
449,7285,1
449,7198,1
449,7197,1
449,6100,1
449,5078,1
449,5040,1
449,4975,1
449,3560,1
449,2731,1
449,1228,1
450,19924,1
451,4688,1
452,23108,1
452,16822,1
452,9049,1
452,6031,1
452,4050,1
452,2905,1
453,23033,1
454,15019,1
455,19637,1
456,27084,1
456,25857,1
456,25688,1
456,25590,1
456,25549,1
456,12718,1
457,19386,1
458,1057,1
459,13306,1
460,13127,1
461,23564,1
461,23517,1
462,7093,1
463,6075,1
464,14810,1
465,23192,1
465,20138,1
465,19397,1
465,19396,1
465,19391,1
465,19389,1
465,19388,1
465,19387,1
465,18904,1
465,18872,1
465,18747,1
465,18727,1
465,17369,1
465,14787,1
465,13205,1
465,11431,1
465,8838,1
465,8689,1
465,6768,1
465,6640,1
465,6291,1
465,6018,1
465,5960,1
465,4718,1
465,552,1
466,21115,1
467,19320,1
467,16582,1
467,12591,1
467,6335,1
468,26122,1
469,24699,1
469,24264,1
469,24200,1
470,16724,1
470,7335,1
471,23228,1
471,9388,1
471,8225,1
471,2307,1
472,20952,1
472,10682,1
473,21006,1
474,16478,1
475,25088,1
476,21215,1
477,7348,1
478,10821,1
478,2264,1
479,16188,1
480,6264,1
481,25019,1
481,25018,1
482,20456,1
482,18521,1
482,11345,1
482,11173,1
482,10315,1
482,9719,1
482,9165,1
482,4760,1
482,4150,1
482,3506,1
482,2397,1
482,2319,1
482,2205,1
482,188,1
483,3470,1
484,18145,1
484,15488,1
484,15430,1
484,11948,1
484,5999,1
484,5973,1
484,3469,1
484,2017,1
485,24171,1
485,22755,1
485,22153,1
485,17103,1
485,16934,1
485,16905,1
485,16904,1
485,16888,1
485,16793,1
485,15853,1
485,15329,1
485,14264,1
485,14252,1
485,14250,1
485,14211,1
485,13726,1
485,13148,1
485,13147,1
485,13145,1
485,13092,1
485,13052,1
485,12757,1
485,12721,1
485,10393,1
485,10378,1
485,10041,1
485,9978,1
485,9966,1
485,8594,1
485,8579,1
485,8551,1
485,8508,1
485,8381,1
485,8315,1
485,7384,1
485,7354,1
485,7335,1
485,6834,1
485,6820,1
485,6708,1
485,6707,1
485,6706,1
485,6526,1
485,6483,1
485,6206,1
485,6035,1
485,5335,1
485,5323,1
485,5045,1
485,4178,1
485,4085,1
485,3671,1
485,3649,1
485,2926,1
485,2922,1
485,2917,1
485,1271,1
485,733,1
486,15553,1
487,15580,1
487,11190,1
487,11173,1
487,10765,1
488,26935,1
488,25843,1
489,21093,1
490,26467,1
491,20197,1
491,20112,1
491,18807,1
491,17300,1
491,9964,1
491,9777,1
491,9736,1
491,9558,1
491,9052,1
491,7948,1
491,5064,1
491,4802,1
491,686,1
492,14424,1
492,9696,1
493,3362,1
494,457,1
495,23272,1
495,21853,1
495,12877,1
495,12864,1
496,8176,1
496,4036,1
496,497,1
497,11878,1
498,13685,1
498,4072,1
499,3539,1
500,18062,1
500,17807,1
500,17806,1
500,16047,1
500,14768,1
500,14724,1
500,14484,1
500,14152,1
500,13020,1
500,10980,1
500,10695,1
500,8857,1
500,8400,1
500,6575,1
500,5052,1
500,4963,1
500,4851,1
500,4808,1
500,3839,1
500,593,1
500,434,1
501,8682,1
502,1694,1
503,14769,1
504,5890,1
505,24141,1
505,24096,1
505,23932,1
505,23873,1
506,16151,1
506,15348,1
506,13833,1
506,9923,1
506,5258,1
506,1065,1
507,4670,1
508,18981,1
508,16146,1
509,26747,1
510,14813,1
511,23280,1
511,22280,1
511,22275,1
511,22270,1
511,19708,1
511,17655,1
511,16271,1
511,15553,1
511,12597,1
511,11018,1
511,10909,1
511,10201,1
511,9754,1
511,9166,1
511,9127,1
511,828,1
512,26566,1
512,26565,1
512,26493,1
512,26415,1
512,26413,1
512,26368,1
512,26352,1
512,26270,1
512,26236,1
512,26228,1
512,26216,1
512,26213,1
512,26187,1
512,26176,1
512,25360,1
513,6383,1
514,7009,1
515,12886,1
516,498,1
517,10936,1
517,8021,1
517,7126,1
518,2332,1
519,17151,1
520,7324,1
521,13696,1
522,6393,1
523,20991,1
523,18980,1
523,18696,1
523,17588,1
523,15777,1
523,15769,1
523,12655,1
523,12462,1
523,12449,1
523,11172,1
523,11166,1
523,10466,1
523,10068,1
523,7467,1
523,7289,1
523,7209,1
523,6368,1
523,6225,1
523,5993,1
523,4182,1
523,2744,1
523,2462,1
523,2319,1
523,747,1
524,21264,1
524,8139,1
524,5315,1
525,21544,1
526,15995,1
526,14100,1
526,13973,1
526,7603,1
527,4787,1
528,23727,1
528,23625,1
529,1029,1
530,2026,1
531,5383,1
532,26588,1
533,15048,1
534,22148,1
534,21339,1
534,6882,1
534,2544,1
534,2323,1
534,2297,1
534,843,1
535,4133,1
536,4903,1
537,13040,1
537,12922,1
537,9205,1
537,8308,1
538,9076,1
538,8443,1
539,13495,1
539,10077,1
539,8694,1
539,8689,1
539,8670,1
539,4841,1
539,3516,1
539,425,1
540,27062,1
540,22837,1
540,17099,1
540,4547,1
540,1706,1
541,8646,1
541,441,1
542,20227,1
542,18500,1
543,3662,1
544,24947,1
544,23323,1
544,22938,1
544,22868,1
544,22866,1
544,22855,1
544,22853,1
544,22687,1
544,22686,1
544,22198,1
544,21700,1
544,21115,1
544,20344,1
544,19321,1
544,17535,1
544,17196,1
544,17195,1
544,17185,1
544,17183,1
544,17181,1
544,17169,1
544,17143,1
544,17139,1
544,17091,1
544,17086,1
544,17051,1
544,17016,1
544,16996,1
544,16600,1
544,16472,1
544,16467,1
544,16463,1
544,16462,1
544,16459,1
544,14786,1
544,14048,1
544,13780,1
544,13779,1
544,13778,1
544,13777,1
544,13359,1
544,13337,1
544,13288,1
544,12901,1
544,12256,1
544,12244,1
544,12221,1
544,12170,1
544,8639,1
544,8638,1
544,8636,1
544,8628,1
544,8105,1
544,8104,1
544,7361,1
544,6674,1
544,6598,1
544,5888,1
544,5403,1
544,4554,1
544,4512,1
544,4504,1
544,4492,1
544,4424,1
544,4402,1
544,4384,1
544,3695,1
544,2565,1
544,2269,1
544,2238,1
544,1767,1
544,1745,1
544,1738,1
544,1678,1
544,1665,1
544,1621,1
544,1605,1
544,1579,1
544,128,1
545,6957,1
546,25509,1
547,21836,1
548,10175,1
549,3167,1
549,3166,1
550,24440,1
551,23270,1
551,23078,1
551,22581,1
551,22580,1
551,22442,1
551,22397,1
551,22002,1
551,21939,1
551,21100,1
551,21018,1
551,20713,1
551,20376,1
551,20205,1
551,20107,1
551,18955,1
551,18661,1
551,18433,1
551,18203,1
551,17920,1
551,17366,1
551,16839,1
551,16612,1
551,16199,1
551,16180,1
551,16153,1
551,16044,1
551,15351,1
551,15007,1
551,14767,1
551,14590,1
551,14297,1
551,13989,1
551,13833,1
551,13825,1
551,13200,1
551,12847,1
551,12748,1
551,12726,1
551,12625,1
551,11756,1
551,11676,1
551,11541,1
551,11378,1
551,11351,1
551,11350,1
551,11345,1
551,11335,1
551,11285,1
551,11009,1
551,10692,1
551,10467,1
551,10201,1
551,10120,1
551,9951,1
551,9907,1
551,9817,1
551,9684,1
551,9052,1
551,8953,1
551,8924,1
551,8907,1
551,8901,1
551,8788,1
551,8670,1
551,8300,1
551,7983,1
551,7946,1
551,7854,1
551,7853,1
551,7385,1
551,7115,1
551,7000,1
551,6884,1
551,6826,1
551,6812,1
551,6810,1
551,6688,1
551,6515,1
551,5309,1
551,5263,1
551,5192,1
551,5129,1
551,4905,1
551,4896,1
551,4251,1
551,4188,1
551,3955,1
551,3935,1
551,3906,1
551,3874,1
551,3654,1
551,3516,1
551,3504,1
551,3494,1
551,2957,1
551,2917,1
551,2890,1
551,2727,1
551,2638,1
551,1400,1
551,1372,1
551,1306,1
551,1281,1
551,1202,1
551,1058,1
551,866,1
551,845,1
551,779,1
551,527,1
551,345,1
552,17576,1
552,11767,1
552,10196,1
552,8948,1
552,8563,1
552,7316,1
552,7278,1
552,7134,1
552,2285,1
552,1024,1
552,926,1
553,1334,1
553,916,1
554,26290,1
555,6185,1
556,13473,1
556,13332,1
557,458,1
558,18715,1
559,22189,1
559,13103,1
560,26524,1
560,26521,1
560,26479,1
560,26430,1
561,17152,1
562,13223,1
562,4150,1
563,19864,1
564,26020,1
565,9178,1
565,1245,1
566,20779,1
567,14369,1
567,8765,1
567,4140,1
568,24784,1
569,10264,1
570,11732,1
571,9436,1
572,10058,1
573,26612,1
573,26601,1
573,26584,1
573,26568,1
573,26560,1
573,26559,1
573,26555,1
573,26554,1
573,26553,1
573,26546,1
573,26544,1
573,26541,1
573,26540,1
573,26536,1
573,26534,1
573,26530,1
573,26527,1
573,26525,1
573,26518,1
573,26517,1
573,26510,1
573,26506,1
573,26504,1
573,26489,1
573,26488,1
573,26442,1
573,26398,1
573,26378,1
573,26370,1
573,26252,1
573,26240,1
573,26231,1
573,26225,1
573,26224,1
573,26218,1
573,26208,1
573,26207,1
573,26203,1
573,26202,1
573,26183,1
573,26166,1
573,26153,1
573,26127,1
573,26120,1
573,26102,1
573,26049,1
573,26031,1
573,26024,1
574,22873,1
574,22386,1
574,22360,1
574,21786,1
574,21363,1
574,21362,1
574,17400,1
574,15987,1
574,14219,1
574,12404,1
574,11927,1
574,11822,1
574,10846,1
574,10833,1
574,8956,1
574,7176,1
574,6063,1
574,4875,1
574,4568,1
574,4422,1
574,3856,1
574,3468,1
574,1333,1
574,1177,1
575,18464,1
575,10196,1
575,8713,1
575,4787,1
576,14754,1
576,8899,1
576,5508,1
576,4930,1
576,3814,1
576,2076,1
576,1695,1
577,15978,1
577,14198,1
577,7369,1
578,23202,1
578,22035,1
578,21969,1
578,21968,1
578,21598,1
578,21480,1
578,21479,1
578,21477,1
578,17928,1
578,13537,1
578,13300,1
578,12648,1
578,12542,1
578,12485,1
578,11291,1
578,11009,1
578,10619,1
578,10237,1
578,8929,1
578,8920,1
578,7430,1
578,7314,1
578,7219,1
578,4217,1
578,2541,1
578,554,1
579,24366,1
579,24229,1
579,4339,1
580,5500,1
580,4612,1
581,7475,1
582,12846,1
